WKT,id
"MULTIPOLYGON (((-8.31219218790727 43.2127167971098,-8.11776044276385 36.5391384664423,-1.1737695447848 36.5837587976064,2.97873701220667 41.6652005708582,-2.71533552413615 43.6363500009672,-8.31219218790727 43.2127167971098)))","1"
