lat,lon,timestamp,alt,Sector,x,y,rank,flightKey
41.20108970335446,1.9510252280522682,1564760325.2354126,36000.0,LECBG23,1072235.9445339483,748169.0515791364,887998.6271359335,6126372
41.20108970335446,1.9510252280522682,1564760865.2354126,36000.0,LECBG23,1072235.9445339483,748169.0515791364,746405.7172408819,6127213
41.31250889460711,1.9324196395692441,1564760709.6682196,38000.0,LECBG23,1069900.916541044,760408.3704392494,721861.9918623575,6127256
42.77472630539602,0.9980013256721637,1564760519.6329582,38000.0,LECBG23,983326.4508993718,917996.4244479879,517315.63211791345,6127284
42.610161,1.435605,1564760681,36000.0,LECBG23,1020136.3607244614,901716.6611194635,inf,6127324.0
41.31250889460711,1.9324196395692441,1564760709.6682196,36000.0,LECBG23,1069900.916541044,760408.3704392494,467507.6440526487,6127330
39.0050763845272,-1.2953224622463173,1564760955.4965441,33000.0,LECBLVU,807016.6144248372,492443.90085027553,566518.0304797089,6127344
41.31250889460711,1.9324196395692441,1564760924.5023293,38000.0,LECBG23,1069900.916541044,760408.3704392494,467507.6440526487,6127352
39.75082484761182,-1.0851798540962494,1564760335.0931246,37000.0,LECBLVU,822779.3372937497,575619.3410256994,425409.5990497454,6127353
42.711349,1.258964,1564760696,38000.0,LECBG23,1005043.2935201273,912120.5375380891,inf,6127376.0
41.31250889460711,1.9324196395692441,1564761069.6682196,36000.0,LECBG23,1069900.916541044,760408.3704392494,467507.6440526487,6127380
42.706554,1.311538,1564760826,38000.0,LECBG23,1009373.3230422433,911828.9149551722,inf,6127390.0
39.0050763845272,-1.2953224622463173,1564760835.4965441,35000.0,LECBLVU,807016.6144248372,492443.90085027553,373085.2070496544,6127398
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.677566109705154,0.6148744187484224,1564760481.3914676,37000.0,LECBG23,957888.9527251951,794738.7803261111,343474.1697622248,6127423
39.335528265372034,0.5148606975292415,1564761630.5208397,38000.0,LECBLVU,961820.9867801077,534843.1256273676,590079.4029090045,6127424
42.77472630539602,0.9980013256721637,1564761599.6329582,38000.0,LECBG23,983326.4508993718,917996.4244479879,517315.63211791345,6127426
39.75082484761182,-1.0851798540962494,1564761235.0931246,33163.56251102536,LECBLVU,822779.3372937497,575619.3410256994,480844.53191966366,6127430
41.09982508841842,0.40503288119529574,1564760608.0258756,37000.0,LECBG23,943390.494913668,729877.0669824348,306119.6596967406,6127453
41.09982508841842,0.40503288119529574,1564760668.0258756,35000.0,LECBG23,943390.494913668,729877.0669824348,310031.0076490107,6127461
42.659668,1.328598,1564761801,36000.0,LECBG23,1011061.7243173331,906707.6806536859,inf,6127464.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.432831,1.513133,1564761496,36100.0,LECBG23,1027635.0770519658,882424.1682485101,inf,6127479.0
42.77472630539602,0.9980013256721637,1564762319.7553055,36000.0,LECBG23,983326.4508993718,917996.4244479879,517315.63211791345,6127511
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0050763845272,-1.2953224622463173,1564761915.4965441,37000.0,LECBLVU,807016.6144248372,492443.90085027553,373183.959296916,6127537
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.20108970335446,1.9510252280522682,1564761885.2354126,36000.0,LECBG23,1072235.9445339483,748169.0515791364,887998.6271359335,6126570
