flightKey,longitude,latitude,x,y,altitude,speed_x_component,speed_y_component,course,speed,alt_speed,relative_bearing_to_exit_point,alt_diff_wrt_exit_point,h_diff_wrt_exit_point,wp_dcourse_1,wp_dcourse_2,wp_dcourse_3,wp_dcourse_4,wp_hdistance_1,wp_hdistance_2,wp_hdistance_3,wp_hdistance_4,wp_vdistance_1,wp_vdistance_2,wp_vdistance_3,wp_vdistance_4,step
6126372.0,1.9016175725218325,41.13775085880314,1068544.1197801577,740894.9543543804,36000.0,217.28961200135214,103.2356359430905,64.58731870741269,240.5667724609375,0.0,37.67814464885623,0.0,8157.33154296875,25.657221930168532,-1.184340416140401,-2.4953876149672283,-3.5611196436400974,25602.25144751518,114526.58444868466,140105.9705695853,171679.36415210585,0.0,0.0,0.0,0.0,1564760220.0
6127213.0,1.173403576398711,40.592963326240444,1010861.055477903,676971.8432090747,36000.0,252.04897821074536,46.257817825316955,79.60040160316635,256.25860595703125,0.0,38.837726525648975,0.0,93999.5703125,62.115447289179144,44.321730845462525,40.16096214097905,38.25567130221049,13754.019601000004,37853.13812314368,69147.72952072673,111674.44695053149,0.0,0.0,0.0,0.0,1564760220.0
6127256.0,0.6687502374843471,41.31663646278246,964323.3885596731,754952.2297236772,38000.0,237.8933072424065,-79.42492714947048,108.46250742421239,250.8018035888672,0.0,21.4208640490383,0.0,105718.4140625,23.738579700755167,21.753504519921933,21.25062397859773,27.43385839644543,40432.998251373116,85327.98769964829,120451.04756868236,211243.7617429932,0.0,0.0,0.0,0.0,1564760220.0
6127284.0,1.0606811255469346,42.32496169287105,991108.9332858096,868386.5072484906,38000.0,7.748626889220346,221.16122157022326,362.00659993189083,221.2969207763672,0.0,-349.0778705267625,0.0,50216.640625,15.546038845876183,10.91980589117037,,,12382.464918684604,50294.028333379436,,,0.0,0.0,,,1564760220.0
6127324.0,1.3480057696574028,41.66694669585874,1018873.9573988975,796756.2124249563,36000.0,105.9841563067797,205.0135497165917,27.337232851847432,230.7882080078125,0.0,26.399917176938402,0.0,102548.8203125,-32.126508999314126,21.54463286429899,,,25277.137982393404,86263.07213468332,,,0.0,0.0,,,1564760220.0
6127330.0,0.8844414742224197,41.3115572149906,982373.7808701121,755292.7849331234,36000.0,250.21940021094295,-83.82297433961399,108.5207414470571,263.88641357421875,0.0,21.865628768620013,0.0,87676.5,27.166906174973064,22.40455776598907,21.60979095104534,15.228483401511482,22466.61908141028,67291.41474483986,102406.86947216674,224322.4648234055,0.0,0.0,0.0,0.0,1564760220.0
6127344.0,0.5805061756971522,40.278428036129554,962462.6772237157,639559.2466561641,37000.0,-188.48225250657913,-90.11803464045724,244.44638122994098,208.918212890625,0.0,17.86919939283095,-4000.0,214024.3125,84.35847788910081,22.7607592512407,21.63163914898243,20.940891973169187,2383.2865831654135,42019.12295760361,70120.40986683285,126484.44161948405,-4000.0,-4000.0,-4000.0,-4000.0,1564760220.0
6127353.0,-0.30403470506122826,39.45532204231351,890855.6630608183,545117.8187387628,37000.0,-165.7441135478857,128.71227172057715,307.83191993905734,209.85223388671875,0.0,13.697207365860038,0.0,74597.109375,27.92612056493971,14.268706731708335,13.653439785051887,13.236659059805618,15702.006394728221,64888.16576953897,75462.14896763425,87036.42954941155,0.0,0.0,0.0,0.0,1564760220.0
6127376.0,1.6377628498568255,41.82281705654738,1041914.1298054213,815425.77903825,38000.0,37.70891785162586,218.69500477488535,369.78314042538454,221.92221069335938,0.0,-329.45324328227406,0.0,97956.6171875,8.677700213925277,,,,97956.61727742782,,,,0.0,,,,1564760220.0
6127390.0,1.6821759754164125,41.54099929335253,1047478.1537023634,784426.7329794638,36000.0,38.24859189169919,222.4375191476403,369.7567139755084,225.7020263671875,0.0,-333.6600010680233,2000.0,131711.9375,24.94318257833305,21.216679626324378,,,26083.245694932277,100148.65765000277,,,2000.0,2000.0,,,1564760220.0
6127398.0,-0.09638684671161163,39.84433506696479,906956.3966861614,588921.6016505118,34500.0,-202.50930121701037,-86.6242991380828,246.84095646074323,220.25845336914062,16.666666666666668,20.831157769178446,500.0,138909.71875,29.315056336697864,23.35540691921267,20.959879315995124,19.507556986900482,51826.657195798354,91551.82950714738,135338.91403888573,190696.77861339904,500.0,500.0,500.0,500.0,1564760220.0
