AIRAC	airblockID	geometry(WKT)
20230117	581LE	POLYGON ((-3.27138888888889 37.8166666666667, -3.2875 37.7022222222222, -3.54222222222222 37.5269444444444, -3.77888888888889 37.5277777777778, -3.695 37.7333333333333, -3.67 37.7944444444444, -3.27138888888889 37.8166666666667, -3.27138888888889 37.8166666666667))
20230117	594LE	POLYGON ((-3.27138888888889 37.8166666666667, -3.14166666666667 37.8236111111111, -2.82861111111111 37.5219444444444, -3.01027777777778 37.4355555555556, -3.2875 37.7022222222222, -3.27138888888889 37.8166666666667, -3.27138888888889 37.8166666666667))
20230117	813LE	POLYGON ((3.12861111111111 39.5833333333333, 3.07861111111111 39.4580555555556, 2.88055555555556 39.4466666666667, 2.82777777777778 39.5261111111111, 2.82916666666667 39.5552777777778, 2.89277777777778 39.5611111111111, 3.12861111111111 39.5833333333333, 3.12861111111111 39.5833333333333))
20230117	848LE	POLYGON ((2.70833333333333 39.4833333333333, 2.50277777777778 39.3625, 2.49694444444444 39.4305555555556, 2.61194444444444 39.4869444444444, 2.61666666666667 39.4666666666667, 2.70833333333333 39.4833333333333, 2.70833333333333 39.4833333333333))
20230117	136LE	POLYGON ((-1.45666666666667 38.2722222222222, -1.35972222222222 38.7133333333333, -1.23805555555556 38.6769444444444, -1.0975 38.4658333333333, -1.06611111111111 38.4275, 0.483333333333333 38.9252777777778, 0.675 38.985, 1.38388888888889 39.2019444444444, 1.71583333333333 39.2213888888889, 1.88444444444444 38.6086111111111, 1.46666666666667 38.4333333333333, 1.11805555555556 38.6083333333333, 1.05472222222222 38.6083333333333, 0.426111111111111 38.41, 0.272777777777778 38.1758333333333, 0.271666666666667 38.1741666666667, 0.16 38, -0.353888888888889 37.4880555555556, -0.412222222222222 37.44, -0.488888888888889 37.3905555555556, -0.575833333333333 37.3541666666667, -0.653611111111111 37.3305555555556, -0.661666666666667 37.3280555555556, -1.19888888888889 37.2094444444444, -1.4875 37.0944444444444, -1.58333333333333 37, -1.64638888888889 36.8833333333333, -1.70277777777778 36.9769444444444, -1.75083333333333 37.0633333333333, -1.77222222222222 37.09, -1.72416666666667 37.2744444444444, -1.56472222222222 37.8827777777778, -1.5575 37.9075, -1.53111111111111 38.0016666666667, -1.45666666666667 38.2722222222222, -1.45666666666667 38.2722222222222))
20230117	826LE	POLYGON ((3.61777777777778 39.5963888888889, 3.49861111111111 39.4563888888889, 3.31638888888889 39.3586111111111, 3.18555555555556 39.3255555555556, 3.185 39.3255555555556, 3.07861111111111 39.4580555555556, 3.61777777777778 39.5963888888889, 3.61777777777778 39.5963888888889))
20230117	839LE	POLYGON ((3.64666666666667 39.6302777777778, 3.61777777777778 39.5963888888889, 3.07861111111111 39.4580555555556, 3.12861111111111 39.5833333333333, 3.64666666666667 39.6302777777778, 3.64666666666667 39.6302777777778))
20230117	870LE	POLYGON ((1.05472222222222 38.6083333333333, 0.426111111111111 38.41, 0.483333333333333 38.5, 0.483333333333333 38.6083333333333, 0.483333333333333 38.9013888888889, 0.483333333333333 38.9205555555556, 0.483333333333333 38.9252777777778, 0.483333333333333 38.9419444444444, 0.483333333333333 39.0641666666667, 0.483333333333333 39.1361111111111, 0.483333333333333 39.1666666666667, 0.483333333333333 39.2088888888889, 0.483333333333333 39.25, 1.16472222222222 39.2780555555556, 1.09888888888889 39.0863888888889, 1.05388888888889 38.9611111111111, 1.09194444444444 38.9319444444444, 1.25777777777778 38.935, 1.31222222222222 39.0958333333333, 1.38388888888889 39.2019444444444, 1.38333333333333 39.2869444444444, 1.43416666666667 39.2983333333333, 1.48888888888889 39.1966666666667, 1.55 39.1708333333333, 1.40972222222222 39.1280555555556, 1.60361111111111 39.0191666666667, 1.49916666666667 38.9719444444444, 1.19722222222222 38.8469444444444, 1.24722222222222 38.7733333333333, 1.11805555555556 38.6083333333333, 1.05472222222222 38.6083333333333, 1.05472222222222 38.6083333333333))
20230117	083LE	POLYGON ((2.22805555555556 38.7511111111111, 2.89972222222222 39.0247222222222, 3.13138888888889 39.1177777777778, 3.29805555555556 39.1841666666667, 3.55 39.28, 3.55 38.2605555555556, 3.42194444444444 38.2133333333333, 3.20194444444444 38.1319444444444, 3.15138888888889 38.1130555555556, 2.58944444444444 37.9025, 2.32888888888889 37.8036111111111, 2.125 37.7166666666667, 1.88444444444444 38.6086111111111, 2.18555555555556 38.7333333333333, 2.22805555555556 38.7511111111111, 2.22805555555556 38.7511111111111))
20230117	871LE	POLYGON ((1.99638888888889 39.1966666666667, 2.18555555555556 38.7333333333333, 1.88444444444444 38.6086111111111, 1.46666666666667 38.4333333333333, 1.11805555555556 38.6083333333333, 1.24722222222222 38.7733333333333, 1.29527777777778 38.7933333333333, 1.36027777777778 38.7727777777778, 1.43611111111111 38.7852777777778, 1.48861111111111 38.8302777777778, 1.50083333333333 38.8783333333333, 1.54888888888889 38.8983333333333, 1.49916666666667 38.9719444444444, 1.60361111111111 39.0191666666667, 1.77694444444444 39.0958333333333, 1.71583333333333 39.2213888888889, 1.68972222222222 39.2483333333333, 1.6575 39.305, 1.95111111111111 39.3102777777778, 1.99638888888889 39.1966666666667, 1.99638888888889 39.1966666666667))
20230117	809LE	POLYGON ((3.37555555555556 39.9830555555556, 3.38833333333333 39.8136111111111, 3.39472222222222 39.7280555555556, 3.1625 39.6680555555556, 3.20583333333333 39.7758333333333, 3.25388888888889 39.8955555555556, 3.37555555555556 39.9830555555556, 3.37555555555556 39.9830555555556))
20230117	106LE	POLYGON ((0.733333333333333 42.85, 0.7775 42.2561111111111, 0.713888888888889 42.0316666666667, 0.584166666666667 41.5669444444444, 0.255555555555556 40.7047222222222, 0.158333333333333 40.7052777777778, -0.0247222222222222 40.2316666666667, -0.331111111111111 40.2308333333333, -0.413888888888889 40.2333333333333, -0.589444444444444 40.2319444444444, -0.925555555555556 40.2308333333333, -0.772222222222222 40.7041666666667, -0.616666666666667 41.1166666666667, -0.391666666666667 41.7833333333333, -0.291666666666667 42.1, -0.0666666666666667 42.7, 0.151111111111111 42.7322222222222, 0.366666666666667 42.7, 0.416666666666667 42.7, 0.558333333333333 42.6930555555556, 0.733333333333333 42.85, 0.733333333333333 42.85))
20230117	106LF	POLYGON ((8 40.745, 8 40.6080555555556, 8 40.4247222222222, 8 40.35, 8 40, 8 39.6986111111111, 8 39.2094444444444, 8 39.15, 8 39, 7.96194444444444 39, 7.63333333333333 39, 7.56666666666667 39, 7.33111111111111 39, 7.03333333333333 39, 6.71666666666667 39, 6.25 39, 6.08833333333333 39, 5.37472222222222 39, 5 39, 4.685 39, 4.66666666666667 39.5855555555556, 4.66666666666667 39.7166666666667, 4.66666666666667 39.9566666666667, 4.66666666666667 40.0311111111111, 5.50277777777778 40.3988888888889, 6.32694444444444 40.5088888888889, 6.495 40.7061111111111, 8 40.745, 8 40.745))
20230117	840LE	POLYGON ((3.02555555555556 40.5, 3.14083333333333 40.5, 3.56916666666667 40.5, 3.60111111111111 40.145, 3.37555555555556 39.9830555555556, 3.25388888888889 39.8955555555556, 3.02555555555556 40.5, 3.02555555555556 40.5))
20230117	087LE	POLYGON ((3.26555555555556 41.0255555555556, 3.87638888888889 40.9169444444444, 3.81722222222222 40.6558333333333, 3.43666666666667 40.9872222222222, 3.18083333333333 40.9275, 2.9575 40.8747222222222, 2.92888888888889 40.8677777777778, 2.94027777777778 41.0819444444444, 3.26555555555556 41.0255555555556, 3.26555555555556 41.0255555555556))
20230117	875LE	POLYGON ((1.77694444444444 39.0958333333333, 1.60361111111111 39.0191666666667, 1.40972222222222 39.1280555555556, 1.55 39.1708333333333, 1.71583333333333 39.2213888888889, 1.77694444444444 39.0958333333333, 1.77694444444444 39.0958333333333))
20230117	580LE	POLYGON ((-3.70722222222222 39, -3.65444444444444 39, -3.54222222222222 39, -3.41666666666667 39, -3.20361111111111 39, -3.1 39, -3.21305555555556 38.2216666666667, -3.27138888888889 37.8166666666667, -3.67 37.7944444444444, -3.695 37.7333333333333, -3.77888888888889 37.5277777777778, -4.37388888888889 37.5333333333333, -4.08277777777778 38.0013888888889, -3.88888888888889 38.5197222222222, -3.70722222222222 39, -3.70722222222222 39))
20230117	593LE	POLYGON ((-1.29527777777778 39.0052777777778, -1.33333333333333 38.8333333333333, -1.35972222222222 38.7133333333333, -1.45666666666667 38.2722222222222, -1.53111111111111 38.0016666666667, -1.675 37.9591666666667, -2.03333333333333 38.2, -2.07166666666667 38.4102777777778, -2.11027777777778 38.6158333333333, -2.43611111111111 38.4138888888889, -2.90277777777778 38.7058333333333, -2.96583333333333 38.7536111111111, -3.02694444444444 38.8461111111111, -3.055 38.9491666666667, -3.03888888888889 39, -2.99166666666667 39, -2.915 39, -1.48277777777778 39, -1.39444444444444 39, -1.29527777777778 39.0052777777778, -1.29527777777778 39.0052777777778))
20230117	834LE	POLYGON ((2.83138888888889 39.5944444444444, 2.82916666666667 39.5552777777778, 2.82777777777778 39.5261111111111, 2.76083333333333 39.5022222222222, 2.73166666666667 39.5458333333333, 2.83138888888889 39.5944444444444, 2.83138888888889 39.5944444444444))
20230117	812LE	POLYGON ((3.63555555555556 39.7552777777778, 3.64666666666667 39.6302777777778, 3.12861111111111 39.5833333333333, 3.1625 39.6680555555556, 3.39472222222222 39.7280555555556, 3.63555555555556 39.7552777777778, 3.63555555555556 39.7552777777778))
20230117	847LE	POLYGON ((2.76083333333333 39.5022222222222, 2.80083333333333 39.4419444444444, 2.88055555555556 39.4466666666667, 2.79638888888889 39.3888888888889, 2.61277777777778 39.1797222222222, 2.57361111111111 39.1697222222222, 2.51861111111111 39.1988888888889, 2.49194444444444 39.2130555555556, 2.51416666666667 39.2325, 2.50277777777778 39.3625, 2.70833333333333 39.4833333333333, 2.76083333333333 39.5022222222222, 2.76083333333333 39.5022222222222))
20230117	090LE	POLYGON ((4.66666666666667 42, 4.66666666666667 41.7333333333333, 4.66666666666667 41.4166666666667, 4.66666666666667 41.0575, 4.66666666666667 40.8569444444444, 4.66666666666667 40.5522222222222, 4.66666666666667 40.5, 4.66666666666667 40.3911111111111, 4.66666666666667 40.2822222222222, 4.66666666666667 40.1802777777778, 4.11166666666667 39.9472222222222, 3.62666666666667 39.8, 3.71166666666667 40.1838888888889, 3.78333333333333 40.5, 3.81722222222222 40.6558333333333, 3.87638888888889 40.9169444444444, 3.90305555555556 41.0336111111111, 4.075 41.7775, 4.43472222222222 42.0688888888889, 4.66666666666667 42, 4.66666666666667 42))
20230117	135LE	POLYGON ((1.88444444444444 38.6086111111111, 2.125 37.7166666666667, 1.5 37.4472222222222, 1.06944444444444 37.3138888888889, 0.1 36.9166666666667, -0.0236111111111111 36.8711111111111, -1.02361111111111 36.4536111111111, -1.49888888888889 36.6377777777778, -1.64638888888889 36.8833333333333, -1.58333333333333 37, -1.4875 37.0944444444444, -1.19888888888889 37.2094444444444, -0.661666666666667 37.3280555555556, -0.653611111111111 37.3305555555556, -0.575833333333333 37.3541666666667, -0.488888888888889 37.3905555555556, -0.412222222222222 37.44, -0.353888888888889 37.4880555555556, 0.16 38, 0.271666666666667 38.1741666666667, 0.272777777777778 38.1758333333333, 0.426111111111111 38.41, 1.05472222222222 38.6083333333333, 1.11805555555556 38.6083333333333, 1.46666666666667 38.4333333333333, 1.88444444444444 38.6086111111111, 1.88444444444444 38.6086111111111))
20230117	808LE	POLYGON ((3.60111111111111 40.145, 3.62333333333333 39.8936111111111, 3.38833333333333 39.8136111111111, 3.37555555555556 39.9830555555556, 3.60111111111111 40.145, 3.60111111111111 40.145))
20230117	874LE	POLYGON ((1.16472222222222 39.2780555555556, 1.38333333333333 39.2869444444444, 1.38388888888889 39.2019444444444, 1.31222222222222 39.0958333333333, 1.20555555555556 39.0802777777778, 1.09888888888889 39.0863888888889, 1.16472222222222 39.2780555555556, 1.16472222222222 39.2780555555556))
20230117	216LE	POLYGON ((-1.25 39.15, -1.26305555555556 39.0244444444444, -1.29527777777778 39.0052777777778, -1.39444444444444 39, -1.25 39.15, -1.25 39.15))
20230117	099LE	POLYGON ((1.72805555555556 42.5044444444444, 1.80888888888889 42.0247222222222, 1.81833333333333 41.9702777777778, 1.85638888888889 41.7558333333333, 1.88277777777778 41.6066666666667, 1.89055555555556 41.5633333333333, 1.93722222222222 41.2836111111111, 1.95027777777778 41.2055555555556, 1.96722222222222 41.1041666666667, 1.97805555555556 41.0430555555556, 1.98583333333333 40.9988888888889, 2.04444444444444 40.6530555555556, 2.05361111111111 40.6005555555556, 2.10888888888889 40.2961111111111, 2.26361111111111 40.0144444444444, 1.9675 39.7244444444444, 1.40694444444444 39.705, 0.629722222222222 39.6452777777778, 0.842222222222222 40.2097222222222, 1.07583333333333 40.3733333333333, 0.537222222222222 40.7036111111111, 0.255555555555556 40.7047222222222, 0.584166666666667 41.5669444444444, 0.713888888888889 42.0316666666667, 0.7775 42.2561111111111, 0.733333333333333 42.85, 0.75 42.8452777777778, 0.861944444444444 42.8158333333333, 0.997222222222222 42.7747222222222, 1.11388888888889 42.7752777777778, 1.22944444444444 42.7244444444444, 1.375 42.6944444444444, 1.44027777777778 42.6063888888889, 1.42666666666667 42.5919444444444, 1.42388888888889 42.5422222222222, 1.44777777777778 42.5405555555556, 1.46416666666667 42.5169444444444, 1.43083333333333 42.4852777777778, 1.43722222222222 42.4775, 1.46472222222222 42.4411111111111, 1.51277777777778 42.4352777777778, 1.54888888888889 42.4405555555556, 1.6475 42.4711111111111, 1.67138888888889 42.5038888888889, 1.69694444444444 42.4930555555556, 1.72805555555556 42.5044444444444, 1.72805555555556 42.5044444444444))
20230117	305LE	POLYGON ((-3.70722222222222 39, -3.88888888888889 38.5197222222222, -4.30027777777778 38.5194444444444, -4.08111111111111 39, -3.90833333333333 39, -3.70722222222222 39, -3.70722222222222 39))
20230117	086LE	POLYGON ((4.43472222222222 42.0688888888889, 4.075 41.7775, 3.90305555555556 41.0336111111111, 3.87638888888889 40.9169444444444, 3.26555555555556 41.0255555555556, 2.94027777777778 41.0819444444444, 2.96277777777778 41.4883333333333, 3.7425 41.7986111111111, 4.00027777777778 42.2091666666667, 4.0375 42.1972222222222, 4.11555555555556 42.1722222222222, 4.33333333333333 42.0986111111111, 4.415 42.0797222222222, 4.43472222222222 42.0688888888889, 4.43472222222222 42.0688888888889))
20230117	830LE	POLYGON ((2.73166666666667 39.5458333333333, 2.76083333333333 39.5022222222222, 2.70833333333333 39.4833333333333, 2.61666666666667 39.4666666666667, 2.61194444444444 39.4869444444444, 2.73166666666667 39.5458333333333, 2.73166666666667 39.5458333333333))
