AIRAC	sectorID	airblockID	minAlt(ft)	maxAlt(ft)
20220703	LECBGOI	099LE	34500.0	99900.0
20220703	LECBGOI	122LE	30500.0	34500.0
20220703	LECMCJL	247LE	24500.0	32500.0
20220703	LECBGOI	104LE	24500.0	34500.0
20220703	LECMCJL	249LE	24500.0	32500.0
20220703	LECMCJL	215LE	0.0	32500.0
20220703	LECMCJL	303LE	0.0	32500.0
20220703	LECMCJL	245LE	24500.0	32500.0
20220703	LECBGOI	105LE	30500.0	34500.0
20220703	LECBP2R	106LE	30500.0	99900.0
