RTkey,longitude,latitude,x,y,altitude,speed_x_component,speed_y_component,course,speed,alt_speed,relative_bearing_to_exit_point,alt_diff_wrt_exit_point,h_diff_wrt_exit_point,timestamp,flight_phase
4803288,0.5524180000000002,42.66818699999999,947467.8843593327,904350.088052388,37000.0,-42.42933250941181,-229.1454786188396,190.49026453584563,233.04055786132812,0.0,-6.205514897409984,0.0,557717.0625,1547539230,cruising
4803044,0.40537999939381086,40.097945999537025,948521.078426316,618866.2714162845,37490.0,150.36482751880985,163.8694212317632,42.539159432532415,222.4022674560547,-17.0,0.3497923689813547,510.0,59849.65234375,1547539260,cruising
4803126,-1.0305189997612965,39.52151099996033,828214.6183095722,550338.4806483771,37490.0,216.53288026566554,-39.52424512770224,100.3444482520049,220.1105499267578,-17.0,9.457575535937906,510.0,243656.046875,1547539260,cruising
4803143,-0.8013969999241695,38.915394000169634,850060.9415080347,483768.86251758656,38490.0,-66.7679555566184,-213.41186881808568,197.3727941101242,223.61257934570312,-17.0,-11.564088655549284,510.0,129833.84375,1547539260,cruising
4803146,-1.01530400029744,38.90427799953037,831572.9248303212,481958.7849026023,38490.0,-95.12551122230121,-207.5388227115532,204.6243748849025,228.3007354736328,-17.0,2.9973211325315674,1490.0,120281.9765625,1547539260,cruising
4803147,-0.10934399918302189,41.0329780001105,900558.0256990173,720609.7559212622,36490.0,-218.58152636406103,-48.22645385876793,257.5579532053754,223.8385009765625,-17.0,6.7077878000014834,510.0,51973.75,1547539260,cruising
4803170,-1.0847760000000002,39.52078999999981,823558.7943788264,550121.0628341085,36000.0,217.4313753476405,-117.94114677990632,118.47670093624777,247.3590850830078,0.0,12.338024758652523,4000.0,267423.0,1547539260,climbing
4803176,0.41750999900950775,40.48788499722711,947561.9405185748,662115.6818205216,35490.0,47.33245735057331,211.44078630335665,12.618023777998815,216.6738739013672,-17.0,-1.1481749315153706,510.0,24968.029296875,1547539260,cruising
4803183,1.5199690012730758,39.13918380038459,1049533.712339703,517673.64160077035,34490.0,-206.049405757837,-94.16385544397721,245.43976561637496,226.5462188720703,-17.0,4.788138597842504,510.0,300900.84375,1547539260,cruising
4803215,0.01102300008301034,40.746517000207035,911979.9977327745,689271.9495938906,38490.0,-57.266241661649694,-220.35723588422962,194.56772793649313,227.67681884765625,-17.0,0.018760182911250922,6334.579577192115,59711.65234375,1547539260,cruising
4803226,0.10659599963880051,40.98593099912132,918905.8086516805,716145.2359067567,38490.0,-57.984300450022516,-218.4360402739171,194.86642679976515,226.00106811523438,-17.0,-11.707004525941272,510.0,250116.5,1547539260,cruising
4803245,0.26634919926559886,41.54007339703992,929596.7073701777,778152.5328736588,36490.0,-31.699848432891194,-225.03882862334558,188.01815128581325,227.2605438232422,-17.0,-4.518740991051061,4334.579577192115,150260.21875,1547539260,cruising
4803286,0.45224319998182805,42.53085579993736,939973.4452034044,888727.5554568575,38490.0,-38.74759345121467,-232.20550436580828,189.47352769919493,235.41616821289062,-17.0,-0.01437117061360027,6315.765763561951,260820.40625,1547539260,cruising
4803288,0.5329379994661013,42.60690939831878,946195.0043491314,897475.7235052377,36490.0,-42.42933367337988,-229.14548490500968,190.49026453584563,233.04055786132812,-17.0,-6.28413129941606,510.0,550767.3125,1547539260,cruising
4803044,0.46096983955853127,40.14034603790799,953032.02324995,623782.3540511337,37000.0,150.36482915950086,163.8694230198084,42.539159432532415,222.40226988277524,0.0,0.39367962159161607,1000.0,53177.7265625,1547539290,cruising
4803126,-0.9553470810691382,39.509052876996094,834710.604718351,549152.7532943984,37000.0,216.5328795782019,-39.52424500221775,100.3444482520049,220.1105492279355,0.0,9.719728975494718,1000.0,237144.96875,1547539290,cruising
4803143,-0.8268741757484113,38.858275799739054,848057.9028415699,477366.5064537907,38000.0,-66.76795575518238,-213.41186945275984,197.3727941101242,223.61258001071363,0.0,-12.189162227117038,1000.0,123268.9765625,1547539290,cruising
4803146,-1.0503462675776607,38.84892769490265,828719.159492703,475732.62021918484,38000.0,-95.12551041551245,-207.53882095135245,204.6243748849025,228.3007335373439,0.0,3.178199725670737,1000.0,113442.890625,1547539290,cruising
4803147,-0.18801514966069066,41.02229334770753,894000.5799107656,719162.9623060883,36000.0,-218.58152863360786,-48.22645435950641,257.5579532053754,223.83850330069285,0.0,7.699664102777348,1000.0,45311.3515625,1547539290,cruising
